date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:56:51	50524/50524	---M--	200	added ('OK')	font/woff	etag:W/%22c55c-nCkzKPOdxUvWVNJz0Mxa8NEZBcY%22	https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/icons.woff	C:/Users/juane/Desktop/Powermeter%20UI/cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/icons.woff	(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
13:56:51	105784/105784	---M-Z	200	added ('OK')	font/ttf	etag:W/%2219d38-zt1yJwkbIvhz44VthMPf2XR0UEg%22	https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/icons.ttf	C:/Users/juane/Desktop/Powermeter%20UI/cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/icons.ttf	(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
13:56:51	390837/390837	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225f6b5-689MxzWRLY2hqyOVc4t5UN89+f8%22	https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/icons.svg	C:/Users/juane/Desktop/Powermeter%20UI/cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/icons.svg	(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
13:56:51	31156/31156	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2279b4-mDQ09cQNSuvBWZU6mZSKnx2Gc1M%22	https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/outline-icons.eot	C:/Users/juane/Desktop/Powermeter%20UI/cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/outline-icons.eot	(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
13:56:51	31156/31156	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2279b4-mDQ09cQNSuvBWZU6mZSKnx2Gc1M%22	https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/outline-icons.eot?	C:/Users/juane/Desktop/Powermeter%20UI/cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/outline-iconsd41d.eot	(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
13:56:52	12240/12240	---M--	200	added ('OK')	font/woff2	etag:W/%222fd0-5bcX/l2PVAOOQych3VMOfaUFRHs%22	https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/outline-icons.woff2	C:/Users/juane/Desktop/Powermeter%20UI/cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/outline-icons.woff2	(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
13:56:52	14712/14712	---M--	200	added ('OK')	font/woff	etag:W/%223978-deU6CT3jqfgqQJiooQZvyHQLwoQ%22	https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/outline-icons.woff	C:/Users/juane/Desktop/Powermeter%20UI/cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/outline-icons.woff	(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
13:56:54	30928/30928	---M-Z	200	added ('OK')	font/ttf	etag:W/%2278d0-f4D0J9Pe59T/J6FUa0rVrNmBCog%22	https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/outline-icons.ttf	C:/Users/juane/Desktop/Powermeter%20UI/cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/outline-icons.ttf	(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
13:56:54	107201/107201	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%221a2c1-PN2DIplGPX6oN0P3/1t6k3Ym3NA%22	https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/outline-icons.svg	C:/Users/juane/Desktop/Powermeter%20UI/cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/outline-icons.svg	(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
13:56:54	98640/98640	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2218150-cQlQJqU7Zr65RlvqHnP5ENyuGdU%22	https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/brand-icons.eot	C:/Users/juane/Desktop/Powermeter%20UI/cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/brand-icons.eot	(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
13:56:54	98640/98640	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2218150-cQlQJqU7Zr65RlvqHnP5ENyuGdU%22	https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/brand-icons.eot?	C:/Users/juane/Desktop/Powermeter%20UI/cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/brand-iconsd41d.eot	(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
13:56:54	54488/54488	---M--	200	added ('OK')	font/woff2	etag:W/%22d4d8-2wavcdpBl6ThvVU9EkclqAgcE/A%22	https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/brand-icons.woff2	C:/Users/juane/Desktop/Powermeter%20UI/cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/brand-icons.woff2	(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
13:56:54	63728/63728	---M--	200	added ('OK')	font/woff	etag:W/%22f8f0-uxfN5fFRmk42uJOD/353ihaPSTM%22	https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/brand-icons.woff	C:/Users/juane/Desktop/Powermeter%20UI/cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/brand-icons.woff	(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
13:56:55	98404/98404	---M-Z	200	added ('OK')	font/ttf	etag:W/%2218064-P4Ih6emLeI3yeBSZB2SPvgQue8E%22	https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/brand-icons.ttf	C:/Users/juane/Desktop/Powermeter%20UI/cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/brand-icons.ttf	(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
13:56:56	118612/118612	---M--	200	added ('OK')	text/html	date:Sat,%2014%20Nov%202020%2016:56:52%20GMT	http://maquetapremium.debluebyte.com/lista.php?New	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/lista03c2.html	(from http://maquetapremium.debluebyte.com/configuracion.php)
13:56:57	118612/118612	---M--	200	added ('OK')	text/html	date:Sat,%2014%20Nov%202020%2016:56:52%20GMT	http://maquetapremium.debluebyte.com/lista.php	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/lista.html	(from http://maquetapremium.debluebyte.com/configuracion.php)
13:56:59	118612/118612	---M--	200	added ('OK')	text/html	date:Sat,%2014%20Nov%202020%2016:56:54%20GMT	http://maquetapremium.debluebyte.com/lista.php?Group	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/lista0393.html	(from http://maquetapremium.debluebyte.com/configuracion.php)
13:57:01	654/654	---M--	200	added ('OK')	image/png	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/images/edit-pencil.png	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/images/edit-pencil.png	(from http://maquetapremium.debluebyte.com/instantaneos.php)
13:57:05	507628/507628	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%227beec-GYT3+yQkKtu0GG9P89J9dc8KJIw%22	https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/brand-icons.svg	C:/Users/juane/Desktop/Powermeter%20UI/cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/brand-icons.svg	(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
13:57:08	1596/1596	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%228c7-5e3d6640-4811a5f5e1d7c804;gz%22	https://www.amcharts.com/lib/4/themes/animated.js	C:/Users/juane/Desktop/Powermeter%20UI/www.amcharts.com/lib/4/themes/animated.js	(from http://maquetapremium.debluebyte.com/calidad.php)
13:57:10	145890/145890	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2223c6b-5f6640e7-9b0feb79a133cb77;gz%22	https://www.amcharts.com/lib/4/charts.js	C:/Users/juane/Desktop/Powermeter%20UI/www.amcharts.com/lib/4/charts.js	(from http://maquetapremium.debluebyte.com/calidad.php)
13:57:10	34484/34484	---M-Z	200	added ('OK')	application/x-javascript	etag:%2286b4-5f92d9f0-955932d6088061a5;gz%22	https://www.amcharts.com/lib/4/plugins/timeline.js	C:/Users/juane/Desktop/Powermeter%20UI/www.amcharts.com/lib/4/plugins/timeline.js	(from http://maquetapremium.debluebyte.com/calidad.php)
13:57:11	10814/10814	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%222cc8-5f23d692-9599d5a503756706;gz%22	https://www.amcharts.com/lib/4/plugins/bullets.js	C:/Users/juane/Desktop/Powermeter%20UI/www.amcharts.com/lib/4/plugins/bullets.js	(from http://maquetapremium.debluebyte.com/calidad.php)
13:57:12	1282/1282	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Nov%202020%2016:57:08%20GMT	http://maquetapremium.debluebyte.com/image1	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/image1.66.delayed	(from http://maquetapremium.debluebyte.com/calidad.php)
13:57:12	1282/1282	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Nov%202020%2016:57:08%20GMT	http://maquetapremium.debluebyte.com/image2	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/image2.67.delayed	(from http://maquetapremium.debluebyte.com/calidad.php)
13:57:13	98346/98346	---M--	200	added ('OK')	image/png	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/images/planta.png	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/images/planta.png	(from http://maquetapremium.debluebyte.com/planta.php)
13:57:13	1282/1282	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Nov%202020%2016:57:09%20GMT	http://maquetapremium.debluebyte.com/amcharts/	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/amcharts/index.html	(from https://www.amcharts.com/lib/3/amcharts.js)
13:57:13	1045158/1045158	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22ff52e-5faeb18b-d86dbcd61b9e90dc;gz%22	https://www.amcharts.com/lib/4/core.js	C:/Users/juane/Desktop/Powermeter%20UI/www.amcharts.com/lib/4/core.js	(from http://maquetapremium.debluebyte.com/calidad.php)
13:57:14	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
13:57:15	700/700	---M--	200	added ('OK')	image/png	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/images/hoverUp.png	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/images/hoverUp.png	(from http://maquetapremium.debluebyte.com/lista.php?New)
13:57:15	370/370	---M--	200	added ('OK')	image/png	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/images/pencil.png	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/images/pencil.png	(from http://maquetapremium.debluebyte.com/lista.php?New)
13:57:15	283/283	---M--	200	added ('OK')	image/png	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/images/trash.png	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/images/trash.png	(from http://maquetapremium.debluebyte.com/lista.php?New)
13:57:16	1282/1282	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Nov%202020%2016:57:12%20GMT	http://maquetapremium.debluebyte.com/Nv8/	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/Nv8/index.html	(from https://www.amcharts.com/lib/4/core.js)
13:57:16	1282/1282	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Nov%202020%2016:57:12%20GMT	http://maquetapremium.debluebyte.com/YRD/	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/YRD/index.html	(from https://www.amcharts.com/lib/4/core.js)
13:57:17	1282/1282	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Nov%202020%2016:57:14%20GMT	http://maquetapremium.debluebyte.com/DA7/	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/DA7/index.html	(from https://www.amcharts.com/lib/4/core.js)
13:57:18	1282/1282	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Nov%202020%2016:57:14%20GMT	http://maquetapremium.debluebyte.com/o3G/	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/o3G/index.html	(from https://www.amcharts.com/lib/4/core.js)
13:57:18	1282/1282	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Nov%202020%2016:57:15%20GMT	http://maquetapremium.debluebyte.com/ND2/	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/ND2/index.html	(from https://www.amcharts.com/lib/4/core.js)
13:57:18	1282/1282	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Nov%202020%2016:57:15%20GMT	http://maquetapremium.debluebyte.com/GET	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/GET.6b.delayed	(from https://www.amcharts.com/lib/4/core.js)
13:57:20	1282/1282	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Nov%202020%2016:57:16%20GMT	http://maquetapremium.debluebyte.com/8Cf/	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/8Cf/index.html	(from https://www.amcharts.com/lib/4/core.js)
13:57:20	1282/1282	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Nov%202020%2016:57:16%20GMT	http://maquetapremium.debluebyte.com/3XS/	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/3XS/index.html	(from https://www.amcharts.com/lib/4/core.js)
13:57:20	1282/1282	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Nov%202020%2016:57:16%20GMT	http://maquetapremium.debluebyte.com/LV//	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/LV/index.html	(from https://www.amcharts.com/lib/4/core.js)
13:57:20	1282/1282	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Nov%202020%2016:57:16%20GMT	http://maquetapremium.debluebyte.com/kZk/	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/kZk/index.html	(from https://www.amcharts.com/lib/4/core.js)
13:57:20	1282/1282	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Nov%202020%2016:57:16%20GMT	http://maquetapremium.debluebyte.com/0KD/	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/0KD/index.html	(from https://www.amcharts.com/lib/4/core.js)
13:57:20	1282/1282	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Nov%202020%2016:57:16%20GMT	http://maquetapremium.debluebyte.com/+Z4/	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/+Z4/index.html	(from https://www.amcharts.com/lib/4/core.js)
